policy,event,op,req_bytes,utilization,cur_inuse_bytes,overhead_bytes
BEST_FIT,182,free,0,0.0631308556,4236640,12832
BEST_FIT,183,free,0,0.0145305395,975128,8032
BEST_FIT,184,free,0,0.0020031333,134428,2720
BEST_FIT,185,malloc,12791,0.0001906157,12792,64
BEST_FIT,186,malloc,56786,0.0479562879,3218292,3264
BEST_FIT,187,malloc,6412,0.0940326452,6310424,6464
BEST_FIT,188,malloc,37599,0.1399574876,9392388,9664
BEST_FIT,189,malloc,62691,0.1872522831,12566288,12864
BEST_FIT,190,malloc,46713,0.2346137166,15744660,16064
BEST_FIT,191,malloc,43496,0.2870655060,19264640,19264
BEST_FIT,192,malloc,37078,0.3359163404,22542964,22464
BEST_FIT,193,malloc,17490,0.3861278296,25912600,25664
BEST_FIT,194,malloc,63069,0.4369429350,29322744,28864
BEST_FIT,195,malloc,15970,0.4804863334,32244892,32064
BEST_FIT,196,malloc,54181,0.5251971483,35245384,35264
BEST_FIT,197,malloc,39928,0.5772750378,38740272,38464
BEST_FIT,198,malloc,43074,0.6297706962,42263196,41664
BEST_FIT,199,malloc,62901,0.6783784628,45525208,44864
BEST_FIT,200,malloc,32546,0.7266610265,48765396,48064
BEST_FIT,201,malloc,27824,0.7769946456,52143228,51264
BEST_FIT,202,malloc,10657,0.8295921087,55672984,54464
BEST_FIT,203,malloc,2935,0.8820947409,59196376,57664
BEST_FIT,204,malloc,51428,0.9346700907,62724648,60864
BEST_FIT,205,malloc,7254,0.9818767905,65892636,64064
BEST_FIT,206,malloc,42895,0.9990011454,67041832,65472
BEST_FIT,207,malloc,20757,0.9990172982,67042916,65504
BEST_FIT,208,malloc,39292,0.9990172982,67042916,65504
BEST_FIT,209,malloc,63127,0.9990224242,67043260,65536
BEST_FIT,210,malloc,45650,0.9990224242,67043260,65536
BEST_FIT,211,malloc,28181,0.9990224242,67043260,65536
BEST_FIT,212,malloc,61634,0.9990224242,67043260,65536
BEST_FIT,213,malloc,22563,0.9990224242,67043260,65536
BEST_FIT,214,malloc,27209,0.9990224242,67043260,65536
BEST_FIT,215,malloc,3501,0.9990224242,67043260,65536
BEST_FIT,216,malloc,57498,0.9990224242,67043260,65536
BEST_FIT,217,malloc,43606,0.9990224242,67043260,65536
BEST_FIT,218,malloc,48854,0.9990224242,67043260,65536
BEST_FIT,219,malloc,48786,0.9990224242,67043260,65536
BEST_FIT,220,malloc,20499,0.9990224242,67043260,65536
BEST_FIT,221,malloc,34549,0.9990224242,67043260,65536
BEST_FIT,222,malloc,2635,0.9990224242,67043260,65536
BEST_FIT,223,malloc,14314,0.9990224242,67043260,65536
BEST_FIT,224,malloc,43061,0.9990224242,67043260,65536
BEST_FIT,225,free,0,0.9988318086,67030468,65536
BEST_FIT,226,free,0,0.9737334251,65346144,65536
BEST_FIT,227,free,0,0.9500484467,63756672,65536
BEST_FIT,228,free,0,0.9258153439,62130416,65536
BEST_FIT,229,free,0,0.9020506144,60535592,65536
BEST_FIT,230,free,0,0.8795756102,59027320,65536
BEST_FIT,231,free,0,0.8537543416,57294484,65536
BEST_FIT,232,free,0,0.8315553665,55804736,65536
BEST_FIT,233,free,0,0.8073611856,54181092,65536
BEST_FIT,234,free,0,0.7786196470,52252280,65536
BEST_FIT,235,free,0,0.7577564120,50852172,65536
BEST_FIT,236,free,0,0.7307112813,49037204,65536
BEST_FIT,237,free,0,0.7064193487,47407000,65536
BEST_FIT,238,free,0,0.6789494753,45563528,65536
BEST_FIT,239,free,0,0.6537032723,43869284,65536
BEST_FIT,240,free,0,0.6287582517,42195252,65536
BEST_FIT,241,free,0,0.6030115485,40467420,65536
BEST_FIT,242,free,0,0.5761482120,38664652,65536
BEST_FIT,243,free,0,0.5497445464,36892732,65536
BEST_FIT,244,free,0,0.5251349211,35241208,65536
